STRIP_NO,STAND_NO,kmCal,kmAct,STRAINRATE_POST,KM,STRAIN_RATE
7500271300,6,237.3409,215.3113,89.06895,236.9773,82.20705
7500271300,7,273.8659,283.4069,81.98967,271.0882,82.91003
7500271400,1,129.3354,131.8666,7.980947,129.3566,7.994524
7500271400,2,143.3383,150.6259,16.25197,143.629,16.44744
7500271400,3,156.5909,164.4164,30.9904,156.2613,30.82915
7500271400,4,195.7218,212.4179,44.32144,195.0459,42.9721
7500271400,5,217.6345,204.7442,74.54612,216.5521,70.74841
7500271400,6,234.9478,218.2733,85.42294,233.3013,82.22006
7500271400,7,278.2903,285.0466,84.54314,274.3899,82.93409
7498073400,1,118.0136,123.7114,8.739428,118.0486,8.712079
7498073400,2,140.548,135.9548,17.91512,140.7359,17.86673
7498073400,3,152.1884,140.9175,33.99184,151.7367,33.39939
7498073400,4,172.6733,180.3302,46.2757,171.5219,46.47145
7498073400,5,180.789,164.8101,82.09507,179.0495,76.39147
7498073400,6,176.224,182.7475,92.84537,174.6784,90.79517
7498073400,7,197.026,188.4764,90.76697,193.9393,92.72215
7498073600,1,119.0962,121.705,9.858798,119.0642,9.841164
7498073600,2,135.1199,139.9391,23.5359,135.461,23.78483
7498073600,3,152.8781,160.134,42.74172,152.9675,42.87131
7498073600,4,178.6999,191.2961,62.37053,178.2071,64.01896
7498073600,5,184.8991,178.9047,118.5781,183.9845,109.3595
7498073600,6,181.3598,190.3531,132.3339,179.5705,130.2346
7498073600,7,191.5863,198.1363,116.0031,189.3505,128.4848
7498073700,1,113.6977,116.5658,9.282329,113.6622,9.230642
7498073700,2,133.3578,136.738,22.20234,133.5878,22.30524
7498073700,3,147.035,163.2386,39.41921,147.1385,40.19931
7498073700,4,182.2191,193.9328,60.87848,180.978,60.02352
7498073700,5,185.106,182.9341,109.6768,183.5473,102.5265
7498073700,6,180.4898,194.8929,126.2522,178.2588,122.0907
7498073700,7,193.6617,194.7465,112.3812,190.8853,120.4465
7498073800,1,119.3091,127.4755,9.749874,119.3658,9.813586
7498073800,2,136.5187,142.8975,23.35264,136.9297,23.74278
7498073800,3,157.7644,164.2659,42.85146,157.8473,42.82647
7498073800,4,181.1517,195.0561,64.71198,180.1508,63.98433
7498073800,5,184.9222,186.7838,115.4735,183.4286,109.3486
7498073800,6,182.6821,188.0136,135.2503,180.6681,130.2611
7498073800,7,192.4242,190.767,119.5353,189.9561,128.5339
7498073900,1,117.7478,126.4215,9.177007,117.7275,9.142631
7498073900,2,134.634,142.8296,21.92058,134.8427,22.17093
7498073900,3,150.2095,165.6078,39.93115,150.0166,40.05596
7498073900,4,171.9545,193.2492,59.86028,171.1623,59.91277
7498073900,5,183.8847,191.1674,106.9888,182.5821,102.4914
7498073900,6,180.8146,198.2447,126.0258,178.9539,122.1754
7498073900,7,192.019,193.9337,116.8189,189.6845,120.6035
7498074000,1,111.8188,117.172,9.307063,111.793,9.239843
7498074000,2,129.8425,134.2248,22.41612,129.9231,22.31929
7498074000,3,147.173,164.6605,39.38404,147.1241,40.21432
7498074000,4,182.486,193.8838,62.00207,181.2174,60.03505
7498074000,5,186.2661,188.0059,109.9815,184.1434,102.5301
7498074000,6,184.0396,192.5778,128.092,181.4799,122.0818
7498074000,7,193.2616,193.9498,111.1828,190.3169,120.4302
7499270100,1,117.166,119.1226,7.419862,117.157,7.386636
7499270100,2,132.4362,140.5877,15.05584,132.2334,15.08907
7499270100,3,140.6623,148.8448,24.84308,141.235,25.99473
7499270100,4,174.4901,168.5975,36.39544,174.648,34.45273
7499270100,5,193.8294,178.2702,58.82759,193.0241,56.49594
7499270100,6,195.5575,180.4184,67.67767,194.4353,67.37876
7499270100,7,237.9899,223.1402,72.24877,237.0708,67.46671
7499270200,1,107.9922,121.3908,8.171736,107.9548,8.24166
7499270200,2,129.7764,143.1185,17.42428,130.2415,17.613
7499270200,3,140.3787,150.0469,31.8441,140.3055,31.9382
7499270200,4,174.3884,178.8331,45.59613,174.2475,44.24399
7499270200,5,200.2923,207.9661,77.73373,200.3523,77.35694
7499270200,6,201.3524,213.8139,97.4748,200.9786,95.25842
7499270200,7,220.9871,219.4198,97.51629,219.8386,92.61864
7499270300,1,119.5897,129.4926,8.181054,119.5651,8.25366
7499270300,2,135.4786,148.5055,17.65659,135.7735,17.62995
7499270300,3,144.6841,153.8896,31.93464,144.3886,31.95625
7499270300,4,180.4635,184.5872,45.90792,180.2973,44.25773
7499270300,5,203.2146,216.0549,76.59004,203.2295,77.36176
7499270300,6,204.728,217.4568,98.10925,204.3534,95.24745
7499270300,7,239.7022,233.8687,99.31476,238.4094,92.5984
7499270400,1,120.1591,128.2575,8.175193,120.1755,8.219206
7499270400,2,136.4981,145.6515,17.63751,136.682,17.59953
7499270400,3,145.3801,154.7318,32.03319,144.9334,31.96415
7499270400,4,180.9076,181.5318,45.74888,180.1034,44.32503
7499270400,5,205.0771,218.4779,78.38774,204.058,77.57548
7499270400,6,206.4893,216.8488,98.43651,205.1916,95.59496
7499270400,7,239.0412,231.6963,95.62981,236.9711,92.98448
7499270500,1,119.5328,122.7883,8.234006,119.573,8.238133
7499270500,2,135.8533,142.1684,17.6967,136.0036,17.62634
7499270500,3,145.3776,152.812,32.16369,144.9089,31.99286
7499270500,4,185.1457,178.6987,46.67146,184.1076,44.34697
7499270500,5,205.5965,215.6409,80.59326,203.9882,77.58333
7499270500,6,199.0586,209.0076,98.43575,197.3781,95.57785
7499270500,7,221.495,229.7709,91.1398,219.2859,92.95247
7499270600,1,129.4393,127.2969,7.813305,129.501,7.797522
7499270600,2,145.7684,148.2974,17.31737,145.9826,17.68119
7499270600,3,156.6931,161.7541,34.05856,156.6959,34.12754
7499270600,4,200.6386,190.868,52.65046,200.1712,50.52265
7499270600,5,220.0855,221.2267,88.46293,217.9799,82.71105
7499270600,6,250.0081,223.7379,109.9675,248.1156,101.6564
7499270600,7,274.9877,265.3472,84.50433,272.2766,97.50368
7499270700,1,124.4568,131.1843,7.923056,124.402,7.940841
7499270700,2,145.0289,151.4495,17.21165,145.1536,17.01039
7499270700,3,146.9111,158.3944,31.81149,146.6358,32.25547
7499270700,4,181.1566,179.7566,45.45285,180.5277,44.17633
7499270700,5,205.7973,209.2034,78.03743,204.8508,75.57741
7499270700,6,193.0853,204.6623,97.77891,191.7041,94.34821
7499270700,7,235.6597,237.0214,96.64772,233.6497,95.03732
7499270800,1,126.333,134.1833,7.924788,126.2774,7.940913
7499270800,2,147.0251,151.816,17.23798,147.1183,17.01049
7499270800,3,149.4039,163.7622,31.72409,149.1919,32.25557
7499270800,4,182.3809,183.1291,45.90503,181.6871,44.17638
7499270800,5,207.8944,211.2946,78.64974,206.7404,75.57736
7499270800,6,195.9308,209.7022,97.24249,194.398,94.34805
7499270800,7,237.5718,254.3269,94.77991,235.3822,95.03712
7499270900,1,124.1505,131.7744,7.762057,124.0821,7.764881
7499270900,2,146.5362,151.5756,17.55899,146.7417,17.67192
7499270900,3,160.557,163.2148,34.11219,160.3142,34.2141
7499270900,4,188.0515,189.5608,51.62675,187.7917,50.75397
7499270900,5,198.6626,211.1466,83.97692,198.2899,83.23241
7499270900,6,196.9571,206.1277,104.2095,196.9584,102.422
7499270900,7,225.754,251.8348,101.2589,225.1578,98.30785
7499271000,1,124.0503,127.3321,7.711725,124.0814,7.738871
7499271000,2,144.9276,146.7576,17.53724,145.1696,17.63269
7499271000,3,159.8894,160.8408,34.38008,159.422,34.17039
7499271000,4,188.7052,187.153,51.73698,188.0414,50.72082
7499271000,5,201.0471,211.2657,85.6533,199.7706,83.22217
7499271000,6,198.7723,203.8464,105.2394,197.9226,102.448
7499271000,7,230.6401,253.5718,97.49333,228.0618,98.35428
7499271100,1,130.0045,137.9491,7.956484,129.9747,7.950305
7499271100,2,151.8623,152.8856,17.41516,151.9269,17.448
7499271100,3,154.219,165.1812,31.73663,154.2331,32.37109
7499271100,4,185.5247,185.6404,47.42281,185.1128,44.60709
7499271100,5,200.2477,209.9264,76.99819,199.4904,76.07415
7499271100,6,208.1582,211.4084,100.0427,207.0468,95.2151
7499271100,7,240.2734,253.0634,93.7224,238.5081,93.34934
7499271200,1,125.7371,132.0087,9.038472,125.7339,9.024399
7499271200,2,145.4418,145.963,20.53744,145.8959,21.07533
7499271200,3,151.0752,161.4176,38.67868,150.9228,38.44415
7499271200,4,192.0409,182.7108,56.69622,191.0502,54.78535
7499271200,5,208.3906,204.0981,93.01756,206.0979,87.7858
7499271200,6,201.157,188.9118,108.2613,198.6915,103.5651
7499271200,7,238.8935,260.5837,96.26812,236.5888,105.3705
7499271300,1,121.534,118.3809,8.234373,121.5937,8.192044
7499271300,2,137.3087,136.8633,19.1033,137.3559,19.48785
7499271300,3,146.9477,155.7961,36.95132,146.4941,36.05046
7499271300,4,188.8378,180.7134,54.09366,187.553,51.84227
7499271300,5,203.9026,208.295,86.02223,202.4591,83.7125
7499271300,6,210.6466,207.036,105.4753,208.8361,99.28818
7499271300,7,232.8077,266.5645,100.6666,230.2707,101.3698
7499271400,1,120.154,120.8185,8.179297,120.1576,8.151084
7499271400,2,133.6141,141.6836,18.97932,133.7284,19.42578
7499271400,3,149.1807,156.4984,37.12946,148.8779,35.98529
7499271400,4,186.7636,184.3837,53.02705,185.864,51.79473
7499271400,5,203.3884,213.378,85.73951,202.4606,83.69937
7499271400,6,209.424,212.5604,105.072,208.0894,99.32471
7499271400,7,236.1489,270.0772,101.837,234.1093,101.4415
7499271800,1,129.9875,123.6077,8.007152,130.0196,7.916675
7499271800,2,147.1844,145.86,16.51734,147.1626,16.60713
7499271800,3,162.2698,159.1139,31.62404,161.4203,30.68945
7499271800,4,196.3556,187.6453,46.85539,194.8638,43.65675
7499271800,5,213.7818,215.8123,71.99484,212.7181,70.39651
7499271800,6,235.6945,242.7991,85.55445,234.2189,83.36459
7499271800,7,276.9182,288.0712,83.08081,273.5396,82.66746
7499271900,1,131.7161,135.0958,8.134683,131.7828,8.219514
7499271900,2,148.8727,149.8441,17.239,148.9005,17.07364
7499271900,3,153.4801,157.8313,29.94037,153.5131,30.60889
7499271900,4,185.5562,177.3851,44.77792,184.8245,42.79597
7499271900,5,192.8517,195.9303,73.47945,191.7169,70.81023
7499271900,6,196.2485,197.0962,83.0325,194.769,80.18108
7499271900,7,231.9464,235.2165,78.32632,229.6046,81.42278
7499272000,1,133.5476,132.8674,7.865918,133.5095,7.853534
7499272000,2,142.8899,148.0842,16.07561,143.1394,16.29569
7499272000,3,152.2888,155.9334,29.28914,151.9986,29.18761
7499272000,4,182.5091,178.5379,41.82853,181.7996,40.78395
7499272000,5,188.3372,198.0008,68.78872,187.4817,67.4436
7499272000,6,190.1435,195.9297,80.8941,188.8471,76.34114
7499272000,7,226.0799,235.4354,77.48547,223.8877,77.50496
7499272100,1,127.0849,123.8342,7.882457,127.053,7.842331
7499272100,2,140.3366,140.5774,16.09083,140.5645,16.21216
7499272100,3,150.2584,150.5803,29.24888,149.8316,28.94781
7499272100,4,181.8115,172.9988,41.61834,181.1452,40.36493
7499272100,5,190.889,200.4096,68.58122,189.893,66.62415
7499272100,6,192.0739,199.7106,81.10603,190.7542,77.66232
7499272100,7,232.1936,238.7814,78.5115,230.0783,77.36632
7499272200,1,126.0589,123.8768,7.822766,126.0897,7.798657
7499272200,2,139.7492,141.4263,15.97035,139.9969,16.15198
7499272200,3,149.8069,152.0334,29.41003,149.3053,28.88551
7499272200,4,180.2366,173.4388,41.15077,179.5571,40.32007
7499272200,5,191.579,199.7711,69.61313,190.4016,66.61378
7499272200,6,192.5876,195.7514,81.9444,191.0513,77.70072
7499272200,7,232.5421,238.3471,75.96245,230.1853,77.4363
7499272300,1,134.1867,128.9793,7.804471,134.2457,7.813555
7499272300,2,148.7551,144.1362,16.1981,148.8247,16.17251
7499272300,3,155.7166,153.6207,28.95486,155.3645,28.90673
7499272300,4,182.4151,175.0467,40.33049,181.8829,40.33539
7499272300,5,192.4383,196.3463,69.11407,191.4222,66.61735
7499272300,6,192.9613,189.8507,82.37235,191.5025,77.68762
7499272300,7,233.4352,236.8806,76.04339,230.9826,77.41241
7499272400,1,132.5794,128.3196,7.882984,132.558,7.849361
7499272400,2,146.9916,145.4101,16.14839,147.0581,16.22183
7499272400,3,152.1227,153.4522,28.9084,151.9041,28.9578
7499272400,4,179.7745,177.5049,39.8595,179.5643,40.37216
7499272400,5,188.422,194.5384,68.83781,187.8558,66.62591
7499272400,6,190.6588,191.6119,82.23273,189.5897,77.65627
7499272400,7,226.1756,238.0007,77.49629,224.1629,77.35515
7499272500,1,131.746,128.2199,8.012424,131.722,7.930376
7499272500,2,147.8008,144.7005,16.48692,147.6752,16.53671
7499272500,3,151.3086,157.7145,29.56748,151.3484,30.40516
7499272500,4,180.5966,179.0711,43.52579,180.6063,43.10724
7499272500,5,199.9295,194.5359,72.82327,199.1038,69.30869
7499272500,6,194.0402,193.6978,87.17071,192.6997,84.51634
7499272500,7,248.6986,238.4909,83.81959,246.3415,82.20438
7499272600,1,125.2484,122.7202,7.994286,125.2001,7.913823
7499272600,2,144.5787,140.2453,16.4886,144.5313,16.51373
7499272600,3,145.0692,152.913,30.10377,144.8759,30.38086
7499272600,4,182.2058,179.1408,43.76032,182.1075,43.08958
7499272600,5,199.1572,200.563,71.19628,198.9843,69.30386
7499272600,6,193.7255,203.9133,88.79443,193.0362,84.53137
7499272600,7,247.1404,257.6228,84.56536,245.4321,82.2313
7499272700,1,131.3454,128.9372,8.292064,131.4018,8.248509
7499272700,2,149.084,146.5462,19.35548,149.0866,19.38339
7499272700,3,153.6196,158.4283,36.06499,153.2109,35.5253
7499272700,4,180.7275,180.6128,50.85092,179.9929,50.78096
7499272700,5,204.935,196.958,86.12828,203.7248,81.58124
7499272700,6,210.3389,207.0316,102.3366,208.4313,99.49323
7499272700,7,240.6281,258.2997,100.7789,237.9832,99.53229
7499272800,1,131.5424,128.9819,8.710507,131.5796,8.666049
7499272800,2,147.2754,144.1934,20.38375,147.2826,20.36023
7499272800,3,151.1882,155.3468,37.26446,151.0495,37.30959
7499272800,4,188.579,180.9194,54.65305,187.5196,53.32587
7499272800,5,206.8224,197.5093,91.97192,204.6411,85.66205
7499272800,6,199.3478,199.7771,104.58,196.8405,104.4633
7499272800,7,242.216,257.3009,103.6716,239.1398,104.5
7499273000,1,123.5369,119.9912,8.323041,123.4697,8.239599
7499273000,2,138.6483,136.0578,19.02342,138.9778,19.24809
7499273000,3,154.9815,151.9283,36.02691,154.4775,35.11878
7499273000,4,185.0269,175.4702,51.91286,183.5713,50.05355
7499273000,5,201.499,194.6913,83.91093,199.3704,80.2133
7499273000,6,201.2758,208.8155,103.2094,199.0825,103.5697
7499273000,7,230.7872,236.1053,98.17559,227.9977,97.40378
7499273100,1,122.4179,123.0447,8.206196,122.3947,8.175522
7499273100,2,137.8284,139.7715,18.96974,138.0969,19.15201
7499273100,3,154.0523,152.5056,35.42999,153.7669,35.018
7499273100,4,183.716,177.7202,51.13178,182.6837,49.97882
7499273100,5,200.5937,196.7864,84.4409,199.0561,80.18787
7499273100,6,202.3269,208.7184,106.1489,200.5629,103.6322
7499273100,7,231.9744,242.3642,92.54779,229.5079,97.51308
7499273200,1,125.5732,130.5388,9.042332,125.5918,9.053679
7499273200,2,145.2904,140.8605,21.42184,145.3348,21.17531
7499273200,3,151.8868,155.6573,38.52108,151.6646,38.67048
7499273200,4,186.9855,180.6865,56.28816,186.0639,55.14849
7499273200,5,207.1521,198.4097,94.65763,204.9885,88.42291
7499273200,6,196.0474,200.7134,114.497,193.8,114.2151
7499273200,7,234.384,233.1874,102.6668,230.6077,107.4394
7499273300,1,131.356,127.6764,8.915056,131.3618,8.839586
7499273300,2,146.7059,140.1511,20.759,146.6748,20.66694
7499273300,3,151.4843,154.0193,37.58834,151.0347,37.73147
7499273300,4,185.5084,177.4411,54.32319,184.7403,53.79953
7499273300,5,203.7012,198.2417,90.32766,201.6482,86.24665
7499273300,6,194.0213,199.3497,112.2387,192.0193,111.3905
7499273300,7,244.3257,227.0856,103.3449,240.2573,104.7752
7499273400,1,122.3356,123.0353,8.223104,122.3883,8.227603
7499273400,2,137.5284,137.1684,18.8076,137.882,19.23014
7499273400,3,153.4291,153.305,36.06293,152.7845,35.09999
7499273400,4,180.0457,182.1006,50.37062,179.1279,50.03954
7499273400,5,201.8094,203.1545,83.36046,200.6971,80.20845
7499273400,6,197.7291,214.8372,106.992,196.3513,103.5814
7499273400,7,241.6706,244.9134,98.52928,239.4865,97.42415
7499273500,1,120.821,119.4435,8.232115,120.7998,8.177907
7499273500,2,134.7323,133.9211,18.9386,134.926,19.15561
7499273500,3,151.8982,150.5831,35.47218,151.5708,35.02181
7499273500,4,184.6506,178.0182,51.85932,183.2338,49.98157
7499273500,5,202.3159,202.0226,84.91632,200.5431,80.18877
7499273500,6,199.9811,211.0266,106.1128,198.1362,103.6298
7499273500,7,242.3777,238.1817,97.6846,239.885,97.50898
7499273600,1,129.9191,124.0295,8.706771,129.919,8.622665
7499273600,2,145.2207,136.5103,20.32442,145.1615,20.16715
7499273600,3,151.4152,152.5822,36.60425,150.8608,36.82926
7499273600,4,184.3456,174.7048,53.3647,183.6221,52.52255
7499273600,5,202.2694,196.998,87.91751,200.567,84.21245
7499273600,6,204.7183,203.8653,112.2326,202.7416,108.7763
7499273600,7,241.1619,220.6096,95.55376,238.4119,102.3232
7499273700,1,127.3658,122.4239,8.324117,127.3958,8.293321
7499273700,2,140.3487,136.5724,19.13669,140.6264,19.40641
7499273700,3,161.717,152.6496,36.38579,161.1314,35.45327
7499273700,4,182.5087,174.7442,51.24648,181.5275,50.5725
7499273700,5,200.7642,195.0751,85.73918,198.9965,81.10249
7499273700,6,200.6698,203.9397,105.8166,198.4845,101.4294
7499273700,7,234.2003,226.6558,93.52859,231.2552,97.15028
7499273800,1,122.5683,124.1409,8.281075,122.6064,8.297498
7499273800,2,138.0805,136.0662,19.17285,138.3533,19.41267
7499273800,3,153.974,153.357,35.70029,153.4891,35.45982
7499273800,4,180.3291,177.5866,51.30405,179.6478,50.57729
7499273800,5,198.6394,201.2937,83.57363,197.3907,81.10394
7499273800,6,199.7571,210.1686,105.369,198.0353,101.4254
7499273800,7,232.1198,220.2671,97.06738,229.5571,97.1432
7499273900,1,120.4768,117.4517,8.297816,120.4437,8.249472
7499273900,2,134.5392,133.0501,19.05674,134.8008,19.34081
7499273900,3,151.8102,149.483,35.6349,151.4902,35.38487
7499273900,4,179.5109,172.5426,51.46063,178.7862,50.52239
7499273900,5,198.5333,198.8707,84.74926,197.1126,81.0873
7499273900,6,202.5242,206.1144,106.5192,200.5533,101.4713
7499273900,7,230.2456,210.4506,94.0046,227.5329,97.22453
7499274000,1,127.9354,123.9983,8.739875,127.9338,8.699408
7499274000,2,143.2755,134.7348,20.44821,143.3951,20.3639
7499274000,3,150.9377,152.2206,37.13808,150.3577,37.21255
7499274000,4,180.4796,171.1897,53.30711,179.9133,53.09133
7499274000,5,202.0348,198.2455,89.24761,200.5264,85.1546
7499274000,6,206.9348,200.5932,111.96,204.8246,106.509
7499274000,7,238.3242,207.6832,96.62643,235.4148,102.0222
7499274100,1,123.277,123.2193,8.306056,123.3373,8.326053
7499274100,2,138.4996,134.5704,19.38299,138.7569,19.54187
7499274100,3,159.0104,153.6208,34.71321,158.3952,33.96826
7499274100,4,178.9197,174.0059,52.41106,177.8601,51.3783
7499274100,5,200.539,204.4776,84.51004,198.7581,81.07853
7499274100,6,202.4046,206.2141,105.9278,200.2142,101.495
7499274100,7,241.8201,217.2564,96.63641,238.6775,97.26673
7499274200,1,123.8674,119.3243,8.408648,123.8274,8.35122
7499274200,2,138.5772,131.3602,19.43128,138.7883,19.57944
7499274200,3,158.8766,150.7465,34.64436,158.2754,34.00678
7499274200,4,177.4857,167.2401,52.15452,176.7743,51.40767
7499274200,5,200.1499,200.8543,84.411,198.5891,81.08734
7499274200,6,202.0655,202.7134,106.8985,199.9692,101.4711
7499274200,7,229.0872,205.4151,93.65572,226.1947,97.22421
7499274300,1,120.2411,116.9847,8.30304,120.2085,8.262396
7499274300,2,134.6613,129.7002,19.35119,134.8031,19.44668
7499274300,3,151.4714,149.9886,34.25788,151.0692,33.87052
7499274300,4,175.6365,170.4131,52.12591,175.0369,51.30371
7499274300,5,199.4509,200.2521,84.6256,198.1422,81.05614
7499274300,6,203.2758,205.2314,107.5178,201.3804,101.5558
7499274300,7,227.0551,210.8161,94.10493,222.9178,97.37464
7499274400,1,127.8983,123.1969,8.768239,127.9264,8.734266
7499274400,2,142.7872,134.6863,20.56132,142.8484,20.50686
7499274400,3,159.9715,150.9784,36.33159,159.3839,35.65424
7499274400,4,176.9223,170.5999,53.63198,176.2487,53.93777
7499274400,5,201.5345,201.0249,88.66174,199.9422,85.12962
7499274400,6,206.0078,197.8813,112.6681,203.8319,106.5775
